"tactic","type","technique","subtechnique","id","url","description"
"Credential Access","subtechnique","Unsecured Credentials","Cloud Instance Metadata API","T1552.005","https://attack.mitre.org/techniques/T1552/005","Adversaries may attempt to access the Cloud Instance Metadata API to collect credentials and other sensitive data."
"Credential Access","subtechnique","Unsecured Credentials","Group Policy Preferences","T1552.006","https://attack.mitre.org/techniques/T1552/006","Adversaries may attempt to find unsecured credentials in Group Policy Preferences (GPP). GPP are tools that allow administrators to create domain policies with embedded credentials. These policies allow administrators to set local accounts."
"Discovery","tactic",,,"TA0007","https://attack.mitre.org/tactics/TA0007/","The adversary is trying to figure out your environment. Discovery consists of techniques an adversary may use to gain knowledge about the system and internal network. These techniques help adversaries observe the environment and orient themselves before deciding how to act. They also allow adversaries to explore what they can control and what’s around their entry point in order to discover how it could benefit their current objective. Native operating system tools are often used toward this post-compromise information-gathering objective."
"Discovery","technique","Account Discovery",,"T1087","https://attack.mitre.org/techniques/T1087","Adversaries may attempt to get a listing of accounts on a system or within an environment. This information can help adversaries determine which accounts exist to aid in follow-on behavior."
"Discovery","subtechnique","Account Discovery","Local Account","T1087.001","https://attack.mitre.org/techniques/T1087/001","Adversaries may attempt to get a listing of local system accounts. This information can help adversaries determine which local accounts exist on a system to aid in follow-on behavior."
"Discovery","subtechnique","Account Discovery","Domain Account","T1087.002","https://attack.mitre.org/techniques/T1087/002","Adversaries may attempt to get a listing of domain accounts. This information can help adversaries determine which domain accounts exist to aid in follow-on behavior."
"Discovery","subtechnique","Account Discovery","Email Account","T1087.003","https://attack.mitre.org/techniques/T1087/003","Adversaries may attempt to get a listing of email addresses and accounts. Adversaries may try to dump Exchange address lists such as global address lists (GALs)."
"Discovery","subtechnique","Account Discovery","Cloud Account","T1087.004","https://attack.mitre.org/techniques/T1087/004","Adversaries may attempt to get a listing of cloud accounts. Cloud accounts are those created and configured by an organization for use by users, remote support, services, or for administration of resources within a cloud service provider of SaaS application."
"Discovery","technique","Application Window Discovery",,"T1010","https://attack.mitre.org/techniques/T1010","Adversaries may attempt to get a listing of open application windows. Window listings could convey information about how the system is used or give context to information collected by a keylogger."
"Discovery","technique","Browser Bookmark Discovery",,"T1217","https://attack.mitre.org/techniques/T1217","Adversaries may enumerate browser bookmarks to learn more about compromised hosts. Browser bookmarks may reveal personal information about users (ex: banking sites, interests, social media, etc.) as well as details about internal network resources such as servers, tools/dashboards, or other related infrastructure."
"Discovery","technique","Cloud Service Dashboard",,"T1538","https://attack.mitre.org/techniques/T1538","An adversary may use a cloud service dashboard GUI with stolen credentials to gain useful information from an operational cloud environment, such as specific services, resources, and features. For example, the GCP Command Center can be used to view all assets, findings of potential security risks, and to run additional queries, such as finding public IP addresses and open ports."
"Discovery","technique","Cloud Service Discovery",,"T1526","https://attack.mitre.org/techniques/T1526","An adversary may attempt to enumerate the cloud services running on a system after gaining access. These methods can differ from platform-as-a-service (PaaS), to infrastructure-as-a-service (IaaS), or software-as-a-service (SaaS). Many services exist throughout the various cloud providers and can include Continuous Integration and Continuous Delivery (CI/CD), Lambda Functions, Azure AD, etc."
"Discovery","technique","Domain Trust Discovery",,"T1482","https://attack.mitre.org/techniques/T1482","Adversaries may attempt to gather information on domain trust relationships that may be used to identify lateral movement opportunities in Windows multi-domain/forest environments. Domain trusts provide a mechanism for a domain to allow access to resources based on the authentication procedures of another domain. Domain trusts allow the users of the trusted domain to access resources in the trusting domain. The information discovered may help the adversary conduct SID-History Injection, Pass the Ticket, and Kerberoasting. Domain trusts can be enumerated using the DSEnumerateDomainTrusts() Win32 API call, .NET methods, and LDAP. The Windows utility Nltest is known to be used by adversaries to enumerate domain trusts."
"Discovery","technique","File and Directory Discovery",,"T1083","https://attack.mitre.org/techniques/T1083","Adversaries may enumerate files and directories or may search in specific locations of a host or network share for certain information within a file system. Adversaries may use the information from File and Directory Discovery during automated discovery to shape follow-on behaviors, including whether or not the adversary fully infects the target and/or attempts specific actions."
"Discovery","technique","Network Service Scanning",,"T1046","https://attack.mitre.org/techniques/T1046","Adversaries may attempt to get a listing of services running on remote hosts, including those that may be vulnerable to remote software exploitation. Methods to acquire this information include port scans and vulnerability scans using tools that are brought onto a system."
"Discovery","technique","Network Share Discovery",,"T1135","https://attack.mitre.org/techniques/T1135","Adversaries may look for folders and drives shared on remote systems as a means of identifying sources of information to gather as a precursor for Collection and to identify potential systems of interest for Lateral Movement. Networks often contain shared network drives and folders that enable users to access file directories on various systems across a network."
"Discovery","technique","Network Sniffing",,"T1040","https://attack.mitre.org/techniques/T1040","Adversaries may sniff network traffic to capture information about an environment, including authentication material passed over the network. Network sniffing refers to using the network interface on a system to monitor or capture information sent over a wired or wireless connection. An adversary may place a network interface into promiscuous mode to passively access data in transit over the network, or use span ports to capture a larger amount of data."
"Discovery","technique","Password Policy Discovery",,"T1201","https://attack.mitre.org/techniques/T1201","Adversaries may attempt to access detailed information about the password policy used within an enterprise network. Password policies for networks are a way to enforce complex passwords that are difficult to guess or crack through Brute Force. This would help the adversary to create a list of common passwords and launch dictionary and/or brute force attacks which adheres to the policy (e.g. if the minimum password length should be 8, then not trying passwords such as 'pass123'; not checking for more than 3-4 passwords per account if the lockout is set to 6 as to not lock out accounts)."
"Discovery","technique","Peripheral Device Discovery",,"T1120","https://attack.mitre.org/techniques/T1120","Adversaries may attempt to gather information about attached peripheral devices and components connected to a computer system. Peripheral devices could include auxiliary resources that support a variety of functionalities such as keyboards, printers, cameras, smart card readers, or removable storage. The information may be used to enhance their awareness of the system and network environment or may be used for further actions."
"Discovery","technique","Permission Groups Discovery",,"T1069","https://attack.mitre.org/techniques/T1069","Adversaries may attempt to find group and permission settings. This information can help adversaries determine which user accounts and groups are available, the membership of users in particular groups, and which users and groups have elevated permissions."
"Discovery","subtechnique","Permission Groups Discovery","Local Groups","T1069.001","https://attack.mitre.org/techniques/T1069/001","Adversaries may attempt to find local system groups and permission settings. The knowledge of local system permission groups can help adversaries determine which groups exist and which users belong to a particular group. Adversaries may use this information to determine which users have elevated permissions, such as the users found within the local administrators group."
"Discovery","subtechnique","Permission Groups Discovery","Domain Groups","T1069.002","https://attack.mitre.org/techniques/T1069/002","Adversaries may attempt to find domain-level groups and permission settings. The knowledge of domain-level permission groups can help adversaries determine which groups exist and which users belong to a particular group. Adversaries may use this information to determine which users have elevated permissions, such as domain administrators."
"Discovery","subtechnique","Permission Groups Discovery","Cloud Groups","T1069.003","https://attack.mitre.org/techniques/T1069/003","Adversaries may attempt to find cloud groups and permission settings. The knowledge of cloud permission groups can help adversaries determine the particular roles of users and groups within an environment, as well as which users are associated with a particular group."
"Discovery","technique","Process Discovery",,"T1057","https://attack.mitre.org/techniques/T1057","Adversaries may attempt to get information about running processes on a system. Information obtained could be used to gain an understanding of common software/applications running on systems within the network. Adversaries may use the information from Process Discovery during automated discovery to shape follow-on behaviors, including whether or not the adversary fully infects the target and/or attempts specific actions."
"Discovery","technique","Query Registry",,"T1012","https://attack.mitre.org/techniques/T1012","Adversaries may interact with the Windows Registry to gather information about the system, configuration, and installed software."
"Discovery","technique","Remote System Discovery",,"T1018","https://attack.mitre.org/techniques/T1018","Adversaries may attempt to get a listing of other systems by IP address, hostname, or other logical identifier on a network that may be used for Lateral Movement from the current system. Functionality could exist within remote access tools to enable this, but utilities available on the operating system could also be used such as Ping or net view using Net. Adversaries may also use local host files (ex: C:\Windows\System32\Drivers\etc\hosts or /etc/hosts) in order to discover the hostname to IP address mappings of remote systems."
"Discovery","technique","Software Discovery",,"T1518","https://attack.mitre.org/techniques/T1518","Adversaries may attempt to get a listing of software and software versions that are installed on a system or in a cloud environment. Adversaries may use the information from Software Discovery during automated discovery to shape follow-on behaviors, including whether or not the adversary fully infects the target and/or attempts specific actions."
"Discovery","subtechnique","Software Discovery","Security Software Discovery","T1518.001","https://attack.mitre.org/techniques/T1518/001","Adversaries may attempt to get a listing of security software, configurations, defensive tools, and sensors that are installed on a system or in a cloud environment. This may include things such as firewall rules and anti-virus. Adversaries may use the information from Security Software Discovery during automated discovery to shape follow-on behaviors, including whether or not the adversary fully infects the target and/or attempts specific actions."
"Discovery","technique","System Information Discovery",,"T1082","https://attack.mitre.org/techniques/T1082","An adversary may attempt to get detailed information about the operating system and hardware, including version, patches, hotfixes, service packs, and architecture. Adversaries may use the information from System Information Discovery during automated discovery to shape follow-on behaviors, including whether or not the adversary fully infects the target and/or attempts specific actions."
"Discovery","technique","System Network Configuration Discovery",,"T1016","https://attack.mitre.org/techniques/T1016","Adversaries may look for details about the network configuration and settings of systems they access or through information discovery of remote systems. Several operating system administration utilities exist that can be used to gather this information. Examples include Arp, ipconfig/ifconfig, nbtstat, and route."
"Discovery","technique","System Network Connections Discovery",,"T1049","https://attack.mitre.org/techniques/T1049","Adversaries may attempt to get a listing of network connections to or from the compromised system they are currently accessing or from remote systems by querying for information over the network."
"Discovery","technique","System Owner/User Discovery",,"T1033","https://attack.mitre.org/techniques/T1033","Adversaries may attempt to identify the primary user, currently logged in user, set of users that commonly uses a system, or whether a user is actively using the system. They may do this, for example, by retrieving account usernames or by using OS Credential Dumping. The information may be collected in a number of different ways using other Discovery techniques, because user and username details are prevalent throughout a system and include running process ownership, file/directory ownership, session information, and system logs. Adversaries may use the information from System Owner/User Discovery during automated discovery to shape follow-on behaviors, including whether or not the adversary fully infects the target and/or attempts specific actions."
"Discovery","technique","System Service Discovery",,"T1007","https://attack.mitre.org/techniques/T1007","Adversaries may try to get information about registered services. Commands that may obtain information about services using operating system utilities are ""sc,"" ""tasklist /svc"" using Tasklist, and ""net start"" using Net, but adversaries may also use other tools as well. Adversaries may use the information from System Service Discovery during automated discovery to shape follow-on behaviors, including whether or not the adversary fully infects the target and/or attempts specific actions."
"Discovery","technique","System Time Discovery",,"T1124","https://attack.mitre.org/techniques/T1124","An adversary may gather the system time and/or time zone from a local or remote system. The system time is set and stored by the Windows Time Service within a domain to maintain time synchronization between systems and services in an enterprise network."
"Discovery","technique","Virtualization/Sandbox Evasion",,"T1497","https://attack.mitre.org/techniques/T1497","Adversaries may employ various means to detect and avoid virtualization and analysis environments. This may include changing behaviors based on the results of checks for the presence of artifacts indicative of a virtual machine environment (VME) or sandbox. If the adversary detects a VME, they may alter their malware to disengage from the victim or conceal the core functions of the implant. They may also search for VME artifacts before dropping secondary or additional payloads. Adversaries may use the information learned from Virtualization/Sandbox Evasion during automated discovery to shape follow-on behaviors."
"Discovery","subtechnique","Virtualization/Sandbox Evasion","System Checks","T1497.001","https://attack.mitre.org/techniques/T1497/001","Adversaries may employ various system checks to detect and avoid virtualization and analysis environments. This may include changing behaviors based on the results of checks for the presence of artifacts indicative of a virtual machine environment (VME) or sandbox. If the adversary detects a VME, they may alter their malware to disengage from the victim or conceal the core functions of the implant. They may also search for VME artifacts before dropping secondary or additional payloads. Adversaries may use the information learned from Virtualization/Sandbox Evasion during automated discovery to shape follow-on behaviors."
"Discovery","subtechnique","Virtualization/Sandbox Evasion","User Activity Based Checks","T1497.002","https://attack.mitre.org/techniques/T1497/002","Adversaries may employ various user activity checks to detect and avoid virtualization and analysis environments. This may include changing behaviors based on the results of checks for the presence of artifacts indicative of a virtual machine environment (VME) or sandbox. If the adversary detects a VME, they may alter their malware to disengage from the victim or conceal the core functions of the implant. They may also search for VME artifacts before dropping secondary or additional payloads. Adversaries may use the information learned from Virtualization/Sandbox Evasion during automated discovery to shape follow-on behaviors."
"Discovery","subtechnique","Virtualization/Sandbox Evasion","Time Based Evasion","T1497.003","https://attack.mitre.org/techniques/T1497/003","Adversaries may employ various time-based methods to detect and avoid virtualization and analysis environments. This may include timers or other triggers to avoid a virtual machine environment (VME) or sandbox, specifically those that are automated or only operate for a limited amount of time/"
"Lateral Movement","tactic",,,"TA0008","https://attack.mitre.org/tactics/TA0008/","The adversary is trying to move through your environment. Lateral Movement consists of techniques that adversaries use to enter and control remote systems on a network. Following through on their primary objective often requires exploring the network to find their target and subsequently gaining access to it. Reaching their objective often involves pivoting through multiple systems and accounts to gain. Adversaries might install their own remote access tools to accomplish Lateral Movement or use legitimate credentials with native network and operating system tools, which may be stealthier."
"Lateral Movement","technique","Exploitation of Remote Services",,"T1210","https://attack.mitre.org/techniques/T1210","Adversaries may exploit remote services to gain unauthorized access to internal systems once inside of a network. Exploitation of a software vulnerability occurs when an adversary takes advantage of a programming error in a program, service, or within the operating system software or kernel itself to execute adversary-controlled code. A common goal for post-compromise exploitation of remote services is for lateral movement to enable access to a remote system."
"Lateral Movement","technique","Internal Spearphishing",,"T1534","https://attack.mitre.org/techniques/T1534","Adversaries may use internal spearphishing to gain access to additional information or exploit other users within the same organization after they already have access to accounts or systems within the environment. Internal spearphishing is multi-staged attack where an email account is owned either by controlling the user's device with previously installed malware or by compromising the account credentials of the user. Adversaries attempt to take advantage of a trusted internal account to increase the likelihood of tricking the target into falling for the phish attempt."
"Lateral Movement","technique","Lateral Tool Transfer",,"T1570","https://attack.mitre.org/techniques/T1570","Adversaries may transfer tools or other files between systems in a compromised environment. Files may be copied from one system to another to stage adversary tools or other files over the course of an operation. Adversaries may copy files laterally between internal victim systems to support lateral movement using inherent file sharing protocols such as file sharing over SMB to connected network shares or with authenticated connections with SMB/Windows Admin Shares or Remote Desktop Protocol. Files can also be copied over on Mac and Linux with native tools like scp, rsync, and sftp."
"Lateral Movement","technique","Remote Service Session Hijacking",,"T1563","https://attack.mitre.org/techniques/T1563","Adversaries may take control of preexisting sessions with remote services to move laterally in an environment. Users may use valid credentials to log into a service specifically designed to accept remote connections, such as telnet, SSH, and RDP. When a user logs into a service, a session will be established that will allow them to maintain a continuous interaction with that service."
"Lateral Movement","subtechnique","Remote Service Session Hijacking","SSH Hijacking","T1563.001","https://attack.mitre.org/techniques/T1563/001","Adversaries may hijack a legitimate user's SSH session to move laterally within an environment. Secure Shell (SSH) is a standard means of remote access on Linux and macOS systems. It allows a user to connect to another system via an encrypted tunnel, commonly authenticating through a password, certificate or the use of an asymmetric encryption key pair."
"Lateral Movement","subtechnique","Remote Service Session Hijacking","RDP Hijacking","T1563.002","https://attack.mitre.org/techniques/T1563/002","Adversaries may hijack a legitimate user’s remote desktop session to move laterally within an environment. Remote desktop is a common feature in operating systems. It allows a user to log into an interactive session with a system desktop graphical user interface on a remote system. Microsoft refers to its implementation of the Remote Desktop Protocol (RDP) as Remote Desktop Services (RDS)."
"Lateral Movement","technique","Remote Services",,"T1021","https://attack.mitre.org/techniques/T1021","Adversaries may use Valid Accounts to log into a service specifically designed to accept remote connections, such as telnet, SSH, and VNC. The adversary may then perform actions as the logged-on user."
"Lateral Movement","subtechnique","Remote Services","Remote Desktop Protocol","T1021.001","https://attack.mitre.org/techniques/T1021/001","Adversaries may use Valid Accounts to log into a computer using the Remote Desktop Protocol (RDP). The adversary may then perform actions as the logged-on user."
"Lateral Movement","subtechnique","Remote Services","SMB/Windows Admin Shares","T1021.002","https://attack.mitre.org/techniques/T1021/002","Adversaries may use Valid Accounts to interact with a remote network share using Server Message Block (SMB). The adversary may then perform actions as the logged-on user."
"Lateral Movement","subtechnique","Remote Services","Distributed Component Object Model","T1021.003","https://attack.mitre.org/techniques/T1021/003","Adversaries may use Valid Accounts to interact with remote machines by taking advantage of Distributed Component Object Model (DCOM). The adversary may then perform actions as the logged-on user."
"Lateral Movement","subtechnique","Remote Services","SSH","T1021.004","https://attack.mitre.org/techniques/T1021/004","Adversaries may use Valid Accounts to log into remote machines using Secure Shell (SSH). The adversary may then perform actions as the logged-on user."
"Lateral Movement","subtechnique","Remote Services","VNC","T1021.005","https://attack.mitre.org/techniques/T1021/005","Adversaries may use Valid Accounts to remotely control machines using Virtual Network Computing (VNC). The adversary may then perform actions as the logged-on user."
"Lateral Movement","subtechnique","Remote Services","Windows Remote Management","T1021.006","https://attack.mitre.org/techniques/T1021/006","Adversaries may use Valid Accounts to interact with remote systems using Windows Remote Management (WinRM). The adversary may then perform actions as the logged-on user."
"Lateral Movement","technique","Replication Through Removable Media",,"T1091","https://attack.mitre.org/techniques/T1091","Adversaries may move onto systems, possibly those on disconnected or air-gapped networks, by copying malware to removable media and taking advantage of Autorun features when the media is inserted into a system and executes. In the case of Lateral Movement, this may occur through modification of executable files stored on removable media or by copying malware and renaming it to look like a legitimate file to trick users into executing it on a separate system. In the case of Initial Access, this may occur through manual manipulation of the media, modification of systems used to initially format the media, or modification to the media's firmware itself."
"Lateral Movement","technique","Software Deployment Tools",,"T1072","https://attack.mitre.org/techniques/T1072","Adversaries may gain access to and use third-party software suites installed within an enterprise network, such as administration, monitoring, and deployment systems, to move laterally through the network. Third-party applications and software deployment systems may be in use in the network environment for administration purposes (e.g., SCCM, VNC, HBSS, Altiris, etc.)."
"Lateral Movement","technique","Taint Shared Content",,"T1080","https://attack.mitre.org/techniques/T1080","Adversaries may deliver payloads to remote systems by adding content to shared storage locations, such as network drives or internal code repositories"
"Lateral Movement","technique","Use Alternate Authentication Material",,"T1550","https://attack.mitre.org/techniques/T1550","Adversaries may use alternate authentication material, such as password hashes, Kerberos tickets, and application access tokens, in order to move laterally within an environment and bypass normal system access controls."
"Lateral Movement","subtechnique","Use Alternate Authentication Material","Application Access Token","T1550.001","https://attack.mitre.org/techniques/T1550/001","Adversaries may use stolen application access tokens to bypass the typical authentication process and access restricted accounts, information, or services on remote systems. These tokens are typically stolen from users and used in lieu of login credentials."
"Lateral Movement","subtechnique","Use Alternate Authentication Material","Pass the Hash","T1550.002","https://attack.mitre.org/techniques/T1550/002","Adversaries may ""pass the hash"" using stolen password hashes to move laterally within an environment, bypassing normal system access controls. Pass the hash (PtH) is a method of authenticating as a user without having access to the user's cleartext password. This method bypasses standard authentication steps that require a cleartext password, moving directly into the portion of the authentication that uses the password hash. In this technique, valid password hashes for the account being used are captured using a Credential Access technique. Captured hashes are used with PtH to authenticate as that user. Once authenticated, PtH may be used to perform actions on local or remote systems."
"Lateral Movement","subtechnique","Use Alternate Authentication Material","Pass the Ticket","T1550.003","https://attack.mitre.org/techniques/T1550/003","Adversaries may ""pass the ticket"" using stolen Kerberos tickets to move laterally within an environment, bypassing normal system access controls. Pass the ticket (PtT) is a method of authenticating to a system using Kerberos tickets without having access to an account's password. Kerberos authentication can be used as the first step to lateral movement to a remote system."
"Lateral Movement","subtechnique","Use Alternate Authentication Material","Web Session Cookie","T1550.004","https://attack.mitre.org/techniques/T1550/004","Adversaries can use stolen session cookies to authenticate to web applications and services. This technique bypasses some multi-factor authentication protocols since the session is already authenticated."
"Collection","tactic",,,"TA0009","https://attack.mitre.org/tactics/TA0009/","The adversary is trying to gather data of interest to their goal. Collection consists of techniques adversaries may use to gather information and the sources information is collected from that are relevant to following through on the adversary's objectives. Frequently, the next goal after collecting data is to steal (exfiltrate) the data. Common target sources include various drive types, browsers, audio, video, and email. Common collection methods include capturing screenshots and keyboard input."
"Collection","technique","Archive Collected Data ",,"T1560","https://attack.mitre.org/techniques/T1560","An adversary may compress and/or encrypt data that is collected prior to exfiltration. Compressing the data can help to obfuscate the collected data and minimize the amount of data sent over the network. Encryption can be used to hide information that is being exfiltrated from detection or make exfiltration less conspicuous upon inspection by a defender."
"Collection","subtechnique","Archive Collected Data ","Archive via Utility","T1560.001","https://attack.mitre.org/techniques/T1560/001","An adversary may compress or encrypt data that is collected prior to exfiltration using 3rd party utilities. Many utilities exist that can archive data, including 7-Zip, WinRAR, and WinZip. Most utilities include functionality to encrypt and/or compress data."
"Collection","subtechnique","Archive Collected Data ","Archive via Library","T1560.002","https://attack.mitre.org/techniques/T1560/002","An adversary may compress or encrypt data that is collected prior to exfiltration using 3rd party libraries. Many libraries exist that can archive data, including Python rarfile , libzip , and zlib . Most libraries include functionality to encrypt and/or compress data."
"Collection","subtechnique","Archive Collected Data ","Archive via Custom Method","T1560.003","https://attack.mitre.org/techniques/T1560/003","An adversary may compress or encrypt data that is collected prior to exfiltration using a custom method. Adversaries may choose to use custom archival methods, such as encryption with XOR or stream ciphers implemented with no external library or utility references. Custom implementations of well-known compression algorithms have also been used."
"Collection","technique","Audio Capture",,"T1123","https://attack.mitre.org/techniques/T1123","An adversary can leverage a computer's peripheral devices (e.g., microphones and webcams) or applications (e.g., voice and video call services) to capture audio recordings for the purpose of listening into sensitive conversations to gather information."
"Collection","technique","Automated Collection",,"T1119","https://attack.mitre.org/techniques/T1119","Once established within a system or network, an adversary may use automated techniques for collecting internal data. Methods for performing this technique could include use of a Command and Scripting Interpreter to search for and copy information fitting set criteria such as file type, location, or name at specific time intervals. This functionality could also be built into remote access tools."
"Collection","technique","Clipboard Data",,"T1115","https://attack.mitre.org/techniques/T1115","Adversaries may collect data stored in the clipboard from users copying information within or between applications."
"Collection","technique","Data from Cloud Storage Object",,"T1530","https://attack.mitre.org/techniques/T1530","Adversaries may access data objects from improperly secured cloud storage."
"Collection","technique","Data from Information Repositories",,"T1213","https://attack.mitre.org/techniques/T1213","Adversaries may leverage information repositories to mine valuable information. Information repositories are tools that allow for storage of information, typically to facilitate collaboration or information sharing between users, and can store a wide variety of data that may aid adversaries in further objectives, or direct access to the target information."
"Collection","technique","Data from Information Repositories",,"T1213.001","https://attack.mitre.org/techniques/T1213/001","Adversaries may leverage Confluence repositories to mine valuable information. Often found in development environments alongside Atlassian JIRA, Confluence is generally used to store development-related documentation, however, in general may contain more diverse categories of useful information."
"Collection","technique","Data from Information Repositories",,"T1213.002","https://attack.mitre.org/techniques/T1213/002","Adversaries may leverage the SharePoint repository as a source to mine valuable information. SharePoint will often contain useful information for an adversary to learn about the structure and functionality of the internal network and systems."
"Collection","technique","Data from Local System",,"T1005","https://attack.mitre.org/techniques/T1005","Adversaries may search local system sources, such as file systems or local databases, to find files of interest and sensitive data prior to Exfiltration."
"Collection","technique","Data from Network Shared Drive",,"T1039","https://attack.mitre.org/techniques/T1039","Adversaries may search network shares on computers they have compromised to find files of interest. Sensitive data can be collected from remote systems via shared network drives (host shared directory, network file server, etc.) that are accessible from the current system prior to Exfiltration. Interactive command shells may be in use, and common functionality within cmd may be used to gather information."
"Collection","technique","Data from Removable Media",,"T1025","https://attack.mitre.org/techniques/T1025","Adversaries may search connected removable media on computers they have compromised to find files of interest. Sensitive data can be collected from any removable media (optical disk drive, USB memory, etc.) connected to the compromised system prior to Exfiltration. Interactive command shells may be in use, and common functionality within cmd may be used to gather information."
"Collection","technique","Data Staged",,"T1074","https://attack.mitre.org/techniques/T1074","Adversaries may stage collected data in a central location or directory prior to Exfiltration. Data may be kept in separate files or combined into one file through techniques such as Archive Collected Data. Interactive command shells may be used, and common functionality within cmd and bash may be used to copy data into a staging location."
"Collection","subtechnique","Data Staged","Local Data Staging","T1074.001","https://attack.mitre.org/techniques/T1074/001","Adversaries may stage collected data in a central location or directory on the local system prior to Exfiltration. Data may be kept in separate files or combined into one file through techniques such as Archive Collected Data. Interactive command shells may be used, and common functionality within cmd and bash may be used to copy data into a staging location."
"Collection","subtechnique","Data Staged","Remote Data Staging","T1074.002","https://attack.mitre.org/techniques/T1074/002","Adversaries may stage data collected from multiple systems in a central location or directory on one system prior to Exfiltration. Data may be kept in separate files or combined into one file through techniques such as Archive Collected Data. Interactive command shells may be used, and common functionality within cmd and bash may be used to copy data into a staging location."
"Collection","technique","Email Collection",,"T1114","https://attack.mitre.org/techniques/T1114","Adversaries may target user email to collect sensitive information. Emails may contain sensitive data, including trade secrets or personal information, that can prove valuable to adversaries. Adversaries can collect or forward email from mail servers or clients."
"Collection","subtechnique","Email Collection","Local Email Collection","T1114.001","https://attack.mitre.org/techniques/T1114/001","Adversaries may target user email on local systems to collect sensitive information. Files containing email data can be acquired from a user’s local system, such as Outlook storage or cache files."
"Collection","subtechnique","Email Collection","Remote Email Collection","T1114.002","https://attack.mitre.org/techniques/T1114/002","Adversaries may target an Exchange server or Office 365 to collect sensitive information. Adversaries may leverage a user's credentials and interact directly with the Exchange server to acquire information from within a network. Adversaries may also access externally facing Exchange services or Office 365 to access email using credentials or access tokens. Tools such as MailSniper can be used to automate searches for specific keywords."
"Collection","subtechnique","Email Collection","Email Forwarding Rule","T1114.003","https://attack.mitre.org/techniques/T1114/003","Adversaries may setup email forwarding rules to collect sensitive information. Adversaries may abuse email-forwarding rules to monitor the activities of a victim, steal information, and further gain intelligence on the victim or the victim’s organization to use as part of further exploits or operations. Outlook and Outlook Web App (OWA) allow users to create inbox rules for various email functions, including forwarding to a different recipient. Messages can be forwarded to internal or external recipients, and there are no restrictions limiting the extent of this rule. Administrators may also create forwarding rules for user accounts with the same considerations and outcomes."
"Collection","technique","Input Capture",,"T1056","https://attack.mitre.org/techniques/T1056","Adversaries may use methods of capturing user input to obtain credentials or collect information. During normal system usage, users often provide credentials to various different locations, such as login pages/portals or system dialog boxes. Input capture mechanisms may be transparent to the user (e.g. Credential API Hooking) or rely on deceiving the user into providing input into what they believe to be a genuine service (e.g. Web Portal Capture)."
"Collection","subtechnique","Input Capture","Keylogging","T1056.001","https://attack.mitre.org/techniques/T1056/001","Adversaries may log user keystrokes to intercept credentials as the user types them. Keylogging is likely to be used to acquire credentials for new access opportunities when OS Credential Dumping efforts are not effective, and may require an adversary to intercept keystrokes on a system for a substantial period of time before credentials can be successfully captured."
"Collection","subtechnique","Input Capture","GUI Input Capture","T1056.002","https://attack.mitre.org/techniques/T1056/002","Adversaries may mimic common operating system GUI components to prompt users for credentials with a seemingly legitimate prompt. When programs are executed that need additional privileges than are present in the current user context, it is common for the operating system to prompt the user for proper credentials to authorize the elevated privileges for the task (ex: Bypass User Access Control)."
"Collection","subtechnique","Input Capture","Web Portal Capture","T1056.003","https://attack.mitre.org/techniques/T1056/003","Adversaries may install code on externally facing portals, such as a VPN login page, to capture and transmit credentials of users who attempt to log into the service. For example, a compromised login page may log provided user credentials before logging the user in to the service."
"Collection","subtechnique","Input Capture","Credential API Hooking","T1056.004","https://attack.mitre.org/techniques/T1056/004","Adversaries may hook into Windows application programming interface (API) functions to collect user credentials. Malicious hooking mechanisms may capture API calls that include parameters that reveal user authentication credentials. Unlike Keylogging, this technique focuses specifically on API functions that include parameters that reveal user credentials. Hooking involves redirecting calls to these functions and can be implemented via hooks procedures ( intercept and execute designated code in response to events such as messages, keystrokes, and mouse inputs), import address table (IAT) hooking (use modifications to a process’s IAT, where pointers to imported API functions are stored), and inline hooking (overwrites the first bytes in an API function to redirect code flow)."
"Collection","technique","Man-in-the-Middle",,"T1557","https://attack.mitre.org/techniques/T1557","Adversaries may attempt to position themselves between two or more networked devices using a man-in-the-middle (MiTM) technique to support follow-on behaviors such as Network Sniffing or Transmitted Data Manipulation. By abusing features of common networking protocols that can determine the flow of network traffic (e.g. ARP, DNS, LLMNR, etc.), adversaries may force a device to communicate through an adversary controlled system so they can collect information or perform additional actions."
"Collection","subtechnique","Man-in-the-Middle","LLMNR/NBT-NS Poisoning and SMB Relay","T1557.001","https://attack.mitre.org/techniques/T1557/001","By responding to LLMNR/NBT-NS network traffic, adversaries may spoof an authoritative source for name resolution to force communication with an adversary controlled system. This activity may be used to collect or relay authentication materials."
"Collection","technique","Screen Capture",,"T1113","https://attack.mitre.org/techniques/T1113","Adversaries may attempt to take screen captures of the desktop to gather information over the course of an operation. Screen capturing functionality may be included as a feature of a remote access tool used in post-compromise operations. Taking a screenshot is also typically possible through native utilities or API calls, such as CopyFromScreen, xwd, or screencapture."
"Collection","technique","Video Capture",,"T1125","https://attack.mitre.org/techniques/T1125","An adversary can leverage a computer's peripheral devices (e.g., integrated cameras or webcams) or applications (e.g., video call services) to capture video recordings for the purpose of gathering information. Images may also be captured from devices or applications, potentially in specified intervals, in lieu of video files."
